SubjectArea,Subject,Band,ASComponentCode,ASComponentText,Strand,Keywords,LinkedContentCodes,ConfidenceScore
The Arts,Drama,Years 3 and 4,AC9ADR4ASC05,They perform their work in informal settings.,Presenting and performing,"informal, perform, settings, work",AC9ADR4P01,High
The Arts,Drama,Years 5 and 6,AC9ADR6ASC01,"By the end of Year 6, students explain how the elements of drama are used in drama they create, perform and/or experience.",Exploring and responding,"and/or, create, drama, elements, experience, explain, perform, used, year","AC9ADR6E01,AC9ADR6C01,AC9ADR6P01",High
The Arts,Drama,Years 5 and 6,AC9ADR6ASC02,"They describe how drama created and/or performed across cultures, times, places and/or other contexts communicates ideas, perspectives and/or meaning.",Exploring and responding,"across, and/or, communicates, contexts, created, cultures, describe, drama, ideas, meaning, other, performed, perspectives, places, times","AC9ADR6E01,AC9ADR6E02",High
The Arts,Drama,Years 5 and 6,AC9ADR6ASC03,They describe how drama is used to continue and revitalise cultures.,Exploring and responding,"continue, cultures, describe, drama, revitalise, used",AC9ADR6E02,High
The Arts,Drama,Years 5 and 6,AC9ADR6ASC04,Students work collabouratively as they combine elements of drama to shape and sustain dramatic action.,Creating and making,"action, collabouratively, combine, drama, dramatic, elements, shape, sustain, work","AC9ADR6D01,AC9ADR6P01",High
The Arts,Drama,Years 5 and 6,AC9ADR6ASC05,They improvise and/or devise drama and/or interpret scripts.,Exploring and responding,"and/or, devise, drama, improvise, interpret, scripts","AC9ADR6D01,AC9ADR6C01",High
The Arts,Drama,Years 5 and 6,AC9ADR6ASC06,They perform their drama in informal and/or formal settings.,Presenting and performing,"and/or, drama, formal, informal, perform, settings",AC9ADR6P01,High
The Arts,Drama,Years 7 and 8,AC9ADR8ASC01,"By the end of Year 8, students analyse how elements of drama and/or conventions are manipulated in drama they create and/or experience.",Creating and making,"analyse, and/or, conventions, create, drama, elements, experience, manipulated, year","AC9ADR8E01,AC9ADR8D02,AC9ADR8C01",High
The Arts,Drama,Years 7 and 8,AC9ADR8ASC02,"They evaluate the ways drama created and/or performed across cultures, times, places and/or other contexts communicates ideas, perspectives and/or meaning.",Exploring and responding,"across, and/or, communicates, contexts, created, cultures, drama, evaluate, ideas, meaning, other, performed, perspectives, places, times, ways","AC9ADR8E01,AC9ADR8E02,AC9ADR8D02",High
The Arts,Drama,Years 7 and 8,AC9ADR8ASC03,"They describe respectful approaches to creating, performing and/or responding to drama.",Exploring and responding,"and/or, approaches, creating, describe, drama, performing, respectful, responding",AC9ADR8E02,High
The Arts,Drama,Years 7 and 8,AC9ADR8ASC04,"Students work collabouratively to manipulate elements of drama and conventions to shape and sustain dramatic action in improvised, devised and/or scripted drama.",Creating and making,"action, and/or, collabouratively, conventions, devised, drama, dramatic, elements, improvised, manipulate, scripted, shape, sustain, work","AC9ADR8E01,AC9ADR8D01,AC9ADR8D02,AC9ADR8C01,AC9ADR8C02,AC9ADR8P01",High
The Arts,Drama,Years 7 and 8,AC9ADR8ASC05,"They employ performance skills to convey dramatic action and communicate ideas, perspectives and/or meaning when performing drama to audiences.",Creating and making,"action, and/or, audiences, communicate, convey, drama, dramatic, employ, ideas, meaning, performance, performing, perspectives, skills, when","AC9ADR8D01,AC9ADR8D02,AC9ADR8C02,AC9ADR8P01",High
The Arts,Drama,Years 9 and 10,AC9ADR10ASC01,"By the end of Year 10, students analyse how and why the elements of drama, performance skills and/or conventions are manipulated in drama they create, perform and/or experience.",Developing practices and skills,"analyse, and/or, conventions, create, drama, elements, experience, manipulated, perform, performance, skills, year","AC9ADR10E01,AC9ADR10D02",High
The Arts,Drama,Years 9 and 10,AC9ADR10ASC02,"They evaluate how drama in a range of styles and/or from a range of contexts communicates ideas, perspectives and/or meaning.",Exploring and responding,"and/or, communicates, contexts, drama, evaluate, ideas, meaning, perspectives, range, styles","AC9ADR10E01,AC9ADR10E02,AC9ADR10D02",High
The Arts,Drama,Years 9 and 10,AC9ADR10ASC03,They evaluate how drama is used to celebrate and challenge perspectives of Australian identity.,Exploring and responding,"australian, celebrate, challenge, drama, evaluate, identity, perspectives, used",AC9ADR10E02,High
The Arts,Drama,Years 9 and 10,AC9ADR10ASC04,"Students work individually and/or collabouratively to shape and manipulate use of the elements of drama, conventions and/or dramatic structures to communicate ideas, perspectives and/or meaning.",Creating and making,"and/or, collabouratively, communicate, conventions, drama, dramatic, elements, ideas, individually, manipulate, meaning, perspectives, shape, structures, work","AC9ADR10E01,AC9ADR10D01,AC9ADR10D02,AC9ADR10C01,AC9ADR10C02,AC9ADR10P01",High
The Arts,Drama,Years 9 and 10,AC9ADR10ASC05,"They use performance skills relevant to style and/or form to sustain belief, roles and characters in performances of improvised, devised and/or scripted drama for audiences.",Developing practices and skills,"and/or, audiences, belief, characters, devised, drama, form, improvised, performance, performances, relevant, roles, scripted, skills, style, sustain","AC9ADR10D01,AC9ADR10D02,AC9ADR10P01",High
