SubjectArea,Subject,Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration,EALDElaboration
HASS,Economics and Business,Year 9,Skills,"Evaluating, concluding and decision-making",AC9HE9S04,"Develop and evaluate a response to an economic and business issue, using cost-benefit analysis or criteria to decide on a course of action",,"Applying strategies to mitigate risk in consumer and financial decision-making; for example, estimating monthly and annual costs of each option and considering ability to pay",
HASS,Economics and Business,Year 9,Skills,"Evaluating, concluding and decision-making",AC9HE9S04,"Develop and evaluate a response to an economic and business issue, using cost-benefit analysis or criteria to decide on a course of action",,"Examining why businesses may have to consider opportunity cost when deciding on a course of action; for example, an Australian bank may prioritise support for an existing business operating in local and global markets instead of supporting a new or emerging business",
HASS,Economics and Business,Year 9,Skills,"Evaluating, concluding and decision-making",AC9HE9S04,"Develop and evaluate a response to an economic and business issue, using cost-benefit analysis or criteria to decide on a course of action",,"Developing processes that consider the results of a cost-benefit analysis; for example, processes used by businesses to remain competitive in the global market",
HASS,Economics and Business,Year 9,Skills,"Evaluating, concluding and decision-making",AC9HE9S04,"Develop and evaluate a response to an economic and business issue, using cost-benefit analysis or criteria to decide on a course of action",,"Selecting and justifying a preferred response, using criteria such as consideration of consumer and financial risk",
HASS,Economics and Business,Year 9,Skills,Communicating,AC9HE9S05,"Create descriptions, explanations and arguments, using economic and business knowledge, concepts and terms that incorporate and acknowledge research findings",,"Developing a response to an issue that orients the audience (for example, peers or representatives of businesses) to the issue using relevant economic and business concepts and terms such as “interdependence”, “trade”, “comparative advantage”, “competitive advantage”, “globalisation”, “supply chain”, “financial risks and rewards”, “return on investment”, “debt”, “savings buffer”, “scams”, “financial landscape”, “corporate social responsibility”, “financial planning” and “insurance”",
HASS,Economics and Business,Year 9,Skills,Communicating,AC9HE9S05,"Create descriptions, explanations and arguments, using economic and business knowledge, concepts and terms that incorporate and acknowledge research findings",,"Explaining decisions and conclusions related to an economic or business issue supported by representations of relevant data; for example, visual displays, a graphic organiser or tables and graphs, and research in a range of formats such as explanations, procedures or reports",
HASS,Economics and Business,Year 9,Skills,Communicating,AC9HE9S05,"Create descriptions, explanations and arguments, using economic and business knowledge, concepts and terms that incorporate and acknowledge research findings",,"Presenting a reasoned argument in relation to an economic or business issue, applying tone appropriate to the purpose; for example, using an authoritative tone when explaining trends in data to an audience such as peers or representatives of a business",
HASS,Economics and Business,Year 9,Skills,Communicating,AC9HE10S05,"Create descriptions, explanations and arguments, using economic and business knowledge, concepts and terms that incorporate and acknowledge research findings",,"Presenting a description or explanation that orients the audience (for example, peers or representatives of businesses) to the issue, using relevant economic and business concepts and terms such as “economic indicators”, “government intervention”, “fiscal policy”, “standard of living”, “economic performance”, “federal budget”, “productivity”, “organisational structures”, “workforce management”, “superannuation”, “interdependence”, “trade”, “comparative advantage”, “globalisation”, “supply chain” and “insurance”",
HASS,Economics and Business,Year 9,Skills,Communicating,AC9HE10S05,"Create descriptions, explanations and arguments, using economic and business knowledge, concepts and terms that incorporate and acknowledge research findings",,"Explaining decisions and conclusions about a business issue, supported by reasons and representations of data in a range of formats; for example, financial statements or information sheet and research in appropriate formats, such as reports and webpages",
HASS,Economics and Business,Year 9,Skills,Communicating,AC9HE10S05,"Create descriptions, explanations and arguments, using economic and business knowledge, concepts and terms that incorporate and acknowledge research findings",,"Presenting an argument for a proposal for action in response to an economic or business issue, applying tone appropriate to purpose; for example, using an authoritative tone when presenting an argument and making predictions about impacts, and audience; for example, a business manager or entrepreneur",
