SubjectArea,Subject,Band,ASComponentCode,ASComponentText,Strand,Keywords,LinkedContentCodes,ConfidenceScore
HASS,HASS,Year 6,AC9HS6ASC01,"By the end of Year 6, students explain the roles of significant people, events and ideas that led to Australian Federation, democracy and citizenship.",Knowledge and understanding,"australian, citizenship, democracy, events, explain, federation, ideas, people, roles, significant, year","AC9HS6K01,AC9HS6K02",High
HASS,HASS,Year 6,AC9HS6ASC02,They explain the causes and effects of migration to Australia since Federation.,Knowledge and understanding,"australia, causes, effects, explain, federation, migration, since",AC9HS6K03,High
HASS,HASS,Year 6,AC9HS6ASC03,They explain the geographical diversity of places and the effects of interconnections with other countries.,Knowledge and understanding,"countries, diversity, effects, explain, geographical, interconnections, other, places","AC9HS6K04,AC9HS6K05",High
HASS,HASS,Year 6,AC9HS6ASC04,"Students explain the key institutions, roles and responsibilities of Australia’s levels of government, and democratic values and beliefs.",Knowledge and understanding,"australia’s, beliefs, democratic, explain, government, institutions, levels, responsibilities, roles, values","AC9HS6K06,AC9HS6K07",High
HASS,HASS,Year 6,AC9HS6ASC05,They explain influences on consumers and strategies for informed consumer and financial choices.,Knowledge and understanding,"choices, consumer, consumers, explain, financial, influences, informed, strategies",AC9HS6K08,High
HASS,HASS,Year 6,AC9HS6ASC06,"Students develop questions, and locate, collect and organise information and data from a range of primary and secondary sources.",Skills,"collect, data, develop, information, locate, organise, primary, questions, range, secondary, sources","AC9HS6S01,AC9HS6S02",High
HASS,HASS,Year 6,AC9HS6ASC07,"They evaluate sources to determine origin, purpose and perspectives.",Skills,"determine, evaluate, origin, perspectives, purpose, sources",AC9HS6S04,High
HASS,HASS,Year 6,AC9HS6ASC08,"Students evaluate a range of information and data formats to identify and describe patterns, trends or inferred relationships.",Skills,"data, describe, evaluate, formats, identify, inferred, information, patterns, range, relationships, trends",AC9HS6S03,High
HASS,HASS,Year 6,AC9HS6ASC09,They evaluate evidence to draw conclusions.,Skills,"conclusions, draw, evaluate, evidence",AC9HS6S05,High
HASS,HASS,Year 6,AC9HS6ASC10,Students propose actions or responses and use criteria to assess the possible effects.,Skills,"actions, assess, criteria, effects, possible, propose, responses",AC9HS6S06,High
HASS,HASS,Year 6,AC9HS6ASC11,"Students select and organise ideas and findings from sources, and use a range of relevant terms and conventions, to present descriptions and explanations.",Skills,"conventions, descriptions, explanations, findings, ideas, organise, present, range, relevant, select, sources, terms",AC9HS6S07,High
