SubjectArea,Subject,Band,ASComponentCode,ASComponentText,Strand,Keywords,LinkedContentCodes,ConfidenceScore
The Arts,Dance,Years 3 and 4,AC9ADA4ASC04,They demonstrate fundamental movement skills and safe dance practise.,Developing practices and skills,"dance, demonstrate, fundamental, movement, practise, safe, skills","AC9ADA4D01,AC9ADA4C01,AC9ADA4P01",High
The Arts,Dance,Years 3 and 4,AC9ADA4ASC05,They perform their dance in informal settings.,Presenting and performing,"dance, informal, perform, settings",AC9ADA4P01,High
The Arts,Dance,Years 5 and 6,AC9ADA6ASC01,"By the end of Year 6, students explain how the elements of dance are used in dance that they choreograph, perform and/or experience.",Exploring and responding,"and/or, choreograph, dance, elements, experience, explain, perform, used, year","AC9ADA6E01,AC9ADA6C01,AC9ADA6P01",High
The Arts,Dance,Years 5 and 6,AC9ADA6ASC02,"They describe how dance from across cultures, times, places and/or other contexts communicates ideas, perspectives and/or meaning.",Exploring and responding,"across, and/or, communicates, contexts, cultures, dance, describe, ideas, meaning, other, perspectives, places, times","AC9ADA6E01,AC9ADA6E02",High
The Arts,Dance,Years 5 and 6,AC9ADA6ASC03,They describe how dance is used to continue and revitalise cultures.,Exploring and responding,"continue, cultures, dance, describe, revitalise, used",AC9ADA6E02,High
The Arts,Dance,Years 5 and 6,AC9ADA6ASC04,"Students use the elements of dance and/or choreographic devices to choreograph dances that communicate ideas, perspectives and/or meaning.",Creating and making,"and/or, choreograph, choreographic, communicate, dance, dances, devices, elements, ideas, meaning, perspectives","AC9ADA6C01,AC9ADA6C01",High
The Arts,Dance,Years 5 and 6,AC9ADA6ASC05,"They demonstrate safe dance practise and use of technical, and expressive skills.",Developing practices and skills,"dance, demonstrate, expressive, practise, safe, skills, technical","AC9ADA6D01,AC9ADA6C01,AC9ADA6P01",High
The Arts,Dance,Years 5 and 6,AC9ADA6ASC06,They perform dances in informal and/or formal settings.,Presenting and performing,"and/or, dances, formal, informal, perform, settings",AC9ADA6P01,High
The Arts,Dance,Years 7 and 8,AC9ADA8ASC01,"By the end of Year 8, students analyse how the elements of dance, choreographic devices and/or production elements are manipulated in dance they create and/or experience.",Exploring and responding,"analyse, and/or, choreographic, create, dance, devices, elements, experience, manipulated, production, year",AC9ADA8E01,High
The Arts,Dance,Years 7 and 8,AC9ADA8ASC02,"They evaluate the ways that dance works and/or performances in a range of styles and/or from across cultures, times, places and/or other contexts communicate ideas, perspectives and/or meaning.",Exploring and responding,"across, and/or, communicate, contexts, cultures, dance, evaluate, ideas, meaning, other, performances, perspectives, places, range, styles, times, ways, works","AC9ADA8E01, AC9ADA8E02",High
The Arts,Dance,Years 7 and 8,AC9ADA8ASC03,"They describe respectful approaches to creating, performing and/or responding to dance.",Exploring and responding,"and/or, approaches, creating, dance, describe, performing, respectful, responding",AC9ADA8E02,High
The Arts,Dance,Years 7 and 8,AC9ADA8ASC04,"Students manipulate the elements of dance and choreographic devices to choreograph dance that communicate ideas, perspectives and/or meaning.",Creating and making,"and/or, choreograph, choreographic, communicate, dance, devices, elements, ideas, manipulate, meaning, perspectives","AC9ADA8D01, AC9ADA8D02",High
The Arts,Dance,Years 7 and 8,AC9ADA8ASC05,They demonstrate safe dance practise when choreographing and performing dance.,Developing practices and skills,"choreographing, dance, demonstrate, performing, practise, safe, when","AC9ADA8D01, AC9ADA8D02",High
The Arts,Dance,Years 7 and 8,AC9ADA8ASC06,"They employ technical and expressive skills and, as appropriate, genre- or style-specific techniques when performing dances for audiences.",Developing practices and skills,"appropriate, audiences, dances, employ, expressive, genre-, performing, skills, style-specific, technical, techniques, when",AC9ADA8P01,High
The Arts,Dance,Years 9 and 10,AC9ADA10ASC01,"By the end of Year 10, students analyse how and/or why the elements of dance, choreographic devices, genre- or style-specific techniques, production elements, and/or technical and expressive skills are manipulated in dance they create and/or experience.",Developing practices and skills,"analyse, and/or, choreographic, create, dance, devices, elements, experience, expressive, genre-, manipulated, production, skills, style-specific, technical, techniques, year",AC9ADA10E01,High
The Arts,Dance,Years 9 and 10,AC9ADA10ASC02,"They evaluate how dance works and/or performances in a range of styles and/or from across cultures, times, places and/or other contexts communicate ideas, perspectives and/or meaning.",Exploring and responding,"across, and/or, communicate, contexts, cultures, dance, evaluate, ideas, meaning, other, performances, perspectives, places, range, styles, times, works","AC9ADA10E01,AC9ADA10E02",High
The Arts,Dance,Years 9 and 10,AC9ADA10ASC03,They evaluate how dance is used to celebrate and challenge perspectives of Australian identity.,Exploring and responding,"australian, celebrate, challenge, dance, evaluate, identity, perspectives, used",AC9ADA10E02,High
The Arts,Dance,Years 9 and 10,AC9ADA10ASC04,"Students select and manipulate the elements of dance, choreographic devices and/or structure to choreograph dances.",Creating and making,"and/or, choreograph, choreographic, dance, dances, devices, elements, manipulate, select, structure","AC9ADA10D01, AC9ADA10D02",High
The Arts,Dance,Years 9 and 10,AC9ADA10ASC05,They demonstrate safe dance practise when choreographing and performing dance.,Developing practices and skills,"choreographing, dance, demonstrate, performing, practise, safe, when","AC9ADA10D01, AC9ADA10D02",High
The Arts,Dance,Years 9 and 10,AC9ADA10ASC06,"They employ technical and expressive skills and genre- or style-specific techniques to enhance communication of ideas, perspectives and/or meaning when performing dance for audiences.",Creating and making,"and/or, audiences, communication, dance, employ, enhance, expressive, genre-, ideas, meaning, performing, perspectives, skills, style-specific, technical, techniques, when","AC9ADA10D01, AC9ADA10D02",High
