SubjectArea,Subject,Band,Text,Strand,Keywords,LinkedContentCodes,ConfidenceScore
Mathematics,Mathematics,Year 4,Students follow and create algorithms that generate sets of numbers and identify emerging patterns.,Measurement,"follow, create, algorithms, generate, sets, numbers, identify, emerging, patterns",AC9M4N09,High
Mathematics,Mathematics,Year 4,"They use scaled instruments and appropriate units to measure length, mass, capacity and temperature.",Measurement,"scaled, instruments, appropriate, units, measure, length, mass, capacity, temperature",AC9M4M01,High
Mathematics,Mathematics,Year 4,Students measure and approximate perimeters and areas.,Measurement,"measure, approximate, perimeters, areas",AC9M4M02,High
Mathematics,Mathematics,Year 4,They convert between units of time when solving problems involving duration.,Measurement,"convert, between, units, time, when, solving, problems, involving, duration",AC9M4M03,High
Mathematics,Mathematics,Year 4,Students compare angles relative to a right angle using angle names.,Space,"compare, angles, relative, right, angle, names",AC9M4M04,High
Mathematics,Mathematics,Year 4,They represent and approximate shapes and objects in the environment.,Space,"represent, approximate, shapes, objects, environment",AC9M4SP01,High
Mathematics,Mathematics,Year 4,Students create and interpret grid references.,Space,"create, interpret, grid, references",AC9M4SP02,High
Mathematics,Mathematics,Year 4,They identify line and rotational symmetry in plane shapes and create symmetrical patterns.,Space,"identify, line, rotational, symmetry, plane, shapes, create, symmetrical, patterns",AC9M4SP03,High
Mathematics,Mathematics,Year 4,"Students create many-to-one data displays, assess the suitability of displays for representing data and discuss the shape of distributions and variation in data.",Statistics,"create, many, data, displays, assess, suitability, representing, discuss, shape, distributions","AC9M4ST01, AC9M4ST02",High
Mathematics,Mathematics,Year 4,They use surveys and digital tools to generate categorical or discrete numerical data in statistical investigations and communicate their findings in context.,Statistics,"surveys, digital, tools, generate, categorical, discrete, numerical, data, statistical, investigations","AC9M4ST01, AC9M4ST03",High
Mathematics,Mathematics,Year 4,Students order events or the outcomes of chance experiments in terms of likelihood and identify whether events are independent or dependent.,Probability,"order, events, outcomes, chance, experiments, terms, likelihood, identify, whether, independent",AC9M4P01,High
Mathematics,Mathematics,Year 4,They conduct repeated chance experiments and describe the variation in results.,Probability,"conduct, repeated, chance, experiments, describe, variation, results",AC9M4P02,High
Mathematics,Mathematics,Year 5,"By the end of Year 5, students use place value to write and order decimals including decimals greater than one.",Number,"year, place, value, write, order, decimals, greater, than",AC9M5N01,High
Mathematics,Mathematics,Year 5,They express natural numbers as products of factors and identify multiples.,Algebra,"express, natural, numbers, products, factors, identify, multiples",AC9M5N02,High
Mathematics,Mathematics,Year 5,Students order and represent add and subtract fractions with the same or related denominators.,Number,"order, represent, subtract, fractions, same, related, denominators","AC9M5N03, AC9M5N05",High
Mathematics,Mathematics,Year 5,They represent common percentages and connect them to their fraction and decimal equivalents.,Number,"represent, common, percentages, connect, fraction, decimal, equivalents",AC9M5N04,High
Mathematics,Mathematics,Year 5,Students use their proficiency with multiplication facts and efficient calculation strategies to multiply large numbers by one- and two-digit numbers and divide by single-digit numbers.,Number,"proficiency, multiplication, facts, efficient, calculation, strategies, multiply, large, numbers, digit","AC9M5N06, AC9M5N07",High
Mathematics,Mathematics,Year 5,They check the reasonableness of their calculations using estimation.,Number,"check, reasonableness, calculations, estimation",AC9M5N08,High
Mathematics,Mathematics,Year 5,"Students use mathematical modelling to solve financial and other practical problems, formulating and solving problems, choosing arithmetic operations and interpreting results in terms of the situation.",Number,"mathematical, modelling, solve, financial, other, practical, problems, formulating, solving, choosing","AC9M5N09, AC9M5N07",High
Mathematics,Mathematics,Year 5,They apply properties of numbers and operations to find unknown values in numerical equations involving multiplication and division.,Algebra,"apply, properties, numbers, operations, find, unknown, values, numerical, equations, involving","AC9M5A02, AC9M5A01",High
Mathematics,Mathematics,Year 5,Students create and use algorithms to identify and explain patterns in the factors and multiples of numbers.,Number,"create, algorithms, identify, explain, patterns, factors, multiples, numbers",AC9M5N10,High
Mathematics,Mathematics,Year 5,"They choose and use appropriate metric units to measure the attributes of length, mass and capacity, and to solve problems involving perimeter and area.",Measurement,"choose, appropriate, metric, units, measure, attributes, length, mass, capacity, solve","AC9M5M01, AC9M5M02",High
Mathematics,Mathematics,Year 5,Students convert between 12- and 24-hour time.,Measurement,"convert, between, hour, time",AC9M5M03,High
Mathematics,Mathematics,Year 5,"They estimate, construct and measure angles in degrees.",Space,"estimate, construct, measure, angles, degrees",AC9M5M04,High
Mathematics,Mathematics,Year 5,Students use grid coordinates to locate and move positions.,Space,"grid, coordinates, locate, move, positions",AC9M5SP02,High
Mathematics,Mathematics,Year 5,They connect objects to their two-dimensional nets.,Space,"connect, objects, dimensional, nets",AC9M5SP01,High
Mathematics,Mathematics,Year 5,Students perform and describe the results of transformations and identify any symmetries.,Space,"perform, describe, results, transformations, identify, symmetries",AC9M5SP03,High
Mathematics,Mathematics,Year 5,They plan and conduct statistical investigations that collect nominal and ordinal categorical and discrete numerical data using digital tools.,Statistics,"plan, conduct, statistical, investigations, collect, nominal, ordinal, categorical, discrete, numerical","AC9M5ST01, AC9M5ST03",High
Mathematics,Mathematics,Year 5,Students identify the mode and interpret the shape of distributions of data in context.,Statistics,"identify, mode, interpret, shape, distributions, data, context",AC9M5ST01,High
Mathematics,Mathematics,Year 5,They interpret and compare data represented in line graphs.,Statistics,"interpret, compare, data, represented, line, graphs",AC9M5ST02,High
Mathematics,Mathematics,Year 5,"Students conduct repeated chance experiments, list the possible outcomes, estimate likelihoods and make comparisons between those with and without equally likely outcomes.",Probability,"conduct, repeated, chance, experiments, list, possible, outcomes, estimate, likelihoods, make","AC9M5P02, AC9M5P01",High
Mathematics,Mathematics,Year 6,"By the end of Year 6, students use integers to represent points on a number line and in the Cartesian plane.",Number,"year, integers, represent, points, number, line, cartesian, plane",AC9M6N01,High
Mathematics,Mathematics,Year 6,"They solve problems using the properties of prime, composite and square numbers.",Number,"solve, problems, properties, prime, composite, square, numbers",AC9M6N02,High
Mathematics,Mathematics,Year 6,"Students order common fractions, giving reasons, and add and subtract fractions with related denominators.",Number,"order, common, fractions, giving, reasons, subtract, related, denominators","AC9M6N05, AC9M6N03",High
Mathematics,Mathematics,Year 6,They use all 4 operations with decimals and connect decimal representations of measurements to the metric system.,Measurement,"operations, decimals, connect, decimal, representations, measurements, metric, system",AC9M6M01,High
Mathematics,Mathematics,Year 6,"Students solve problems involving finding a fraction, decimal or percentage of a quantity and use estimation to find approximate solutions to problems involving rational numbers and percentages.",Number,"solve, problems, involving, finding, fraction, decimal, percentage, quantity, estimation, find","AC9M6N07, AC9M6N08, AC9M6N06, AC9M6N04",High
Mathematics,Mathematics,Year 6,"They use mathematical modelling to solve financial and other practical problems involving percentages and rational numbers, formulating and solving the problem, and justifying choices.",Number,"mathematical, modelling, solve, financial, other, practical, problems, involving, percentages, rational",AC9M6N09,High
Mathematics,Mathematics,Year 6,Students find unknown values in numerical equations involving combinations of arithmetic operations.,Algebra,"find, unknown, values, numerical, equations, involving, combinations, arithmetic, operations",AC9M6A02,High
Mathematics,Mathematics,Year 6,They identify and explain rules used to create growing patterns.,Algebra,"identify, explain, rules, used, create, growing, patterns",AC9M6A01,High
Mathematics,Mathematics,Year 6,"Students create and use algorithms to generate sets of numbers, using a rule.",Algebra,"create, algorithms, generate, sets, numbers, rule",AC9M6A03,High
Mathematics,Mathematics,Year 6,They interpret and use timetables.,Measurement,"interpret, timetables",AC9M6M03,High
Mathematics,Mathematics,Year 6,"Students convert between common units of length, mass and capacity.",Measurement,"convert, between, common, units, length, mass, capacity",AC9M6M01,High
Mathematics,Mathematics,Year 6,They use the formula for the area of a rectangle and angle properties to solve problems.,Measurement,"formula, area, rectangle, angle, properties, solve, problems","AC9M6M02, AC9M6M04",High
Mathematics,Mathematics,Year 6,Students identify the parallel cross-section for right prisms.,Space,"identify, parallel, cross, section, right, prisms",AC9M6SP01,High
Mathematics,Mathematics,Year 6,They create tessellating patterns using combinations of transformations.,Space,"create, tessellating, patterns, combinations, transformations",AC9M6SP03,High
Mathematics,Mathematics,Year 6,Students locate an ordered pair in any one of the 4 quadrants on the Cartesian plane.,Number,"locate, ordered, pair, quadrants, cartesian, plane",AC9M6N01,High
Mathematics,Mathematics,Year 6,"They compare distributions of discrete and continuous numerical and ordinal categorical data sets as part of their statistical investigations, using digital tools.",Statistics,"compare, distributions, discrete, continuous, numerical, ordinal, categorical, data, sets, part","AC9M6ST01, AC9M6ST03",High
Mathematics,Mathematics,Year 6,Students critique arguments presented in the media based on statistics.,Statistics,"critique, arguments, presented, media, based, statistics",AC9M6ST02,High
Mathematics,Mathematics,Year 6,"They assign probabilities using common fractions, decimal and percentages.",Probability,"assign, probabilities, common, fractions, decimal, percentages",AC9M6P01,High
Mathematics,Mathematics,Year 6,"Students conduct simulations using digital tools, to generate and record the outcomes from many trials of a chance experiment.",Probability,"conduct, simulations, digital, tools, generate, record, outcomes, many, trials, chance",AC9M6P02,High
Mathematics,Mathematics,Year 6,They compare observed frequencies to the expected frequencies of the outcomes of chance experiments.,Probability,"compare, observed, frequencies, expected, outcomes, chance, experiments",AC9M6P02,High
Mathematics,Mathematics,Year 7,"By the end of Year 7, students represent natural numbers in expanded form and as products of prime factors, using exponent notation.",Number,"year, represent, natural, numbers, expanded, form, products, prime, factors, exponent","AC9M7N02, AC9M7N03",High
Mathematics,Mathematics,Year 7,They solve problems involving squares of numbers and square roots of perfect square numbers.,Number,"solve, problems, involving, squares, numbers, square, roots, perfect",AC9M7N01,High
Mathematics,Mathematics,Year 7,Students solve problems involving addition and subtraction of integers.,Number,"solve, problems, involving, addition, subtraction, integers",AC9M7N07,High
Mathematics,Mathematics,Year 7,"They use all 4 operations in calculations involving positive fractions and decimals, choosing efficient calculation strategies.",Number,"operations, calculations, involving, positive, fractions, decimals, choosing, efficient, calculation, strategies","AC9M7N06, AC9M7N05",High
Mathematics,Mathematics,Year 7,Students choose between equivalent representations of rational numbers and percentages to assist in calculations.,Number,"choose, between, equivalent, representations, rational, numbers, percentages, assist, calculations","AC9M7N04, AC9M7N06",High
Mathematics,Mathematics,Year 7,"They use mathematical modelling to solve practical problems involving rational numbers, percentages and ratios in financial and other applied contexts, justifying choices of representation.",Number,"mathematical, modelling, solve, practical, problems, involving, rational, numbers, percentages, ratios","AC9M7N09, AC9M7N04, AC9M7N06, AC9M7N08",High
Mathematics,Mathematics,Year 7,"Students use algebraic expressions to represent situations, describe the relationships between variables from authentic data and substitute values into formulas to determine unknown values.",Algebra,"algebraic, expressions, represent, situations, describe, relationships, between, variables, authentic, data","AC9M7A01, AC9M7A04, AC9M7A02, AC9M7A06",High
Mathematics,Mathematics,Year 7,They solve linear equations with natural number solutions.,Algebra,"solve, linear, equations, natural, number, solutions",AC9M7A03,High
Mathematics,Mathematics,Year 7,"Students create tables of values related to algebraic expressions and formulas, and describe the effect of variation.",Algebra,"create, tables, values, related, algebraic, expressions, formulas, describe, effect, variation","AC9M7A06, AC9M7A05",High
Mathematics,Mathematics,Year 7,"They apply knowledge of angle relationships and the sum of angles in a triangle to solve problems, giving reasons.",Measurement,"apply, knowledge, angle, relationships, angles, triangle, solve, problems, giving, reasons","AC9M7M04, AC9M7M05",High
Mathematics,Mathematics,Year 7,Students use formulas for the areas of triangles and parallelograms and the volumes of rectangular and triangular prisms to solve problems.,Measurement,"formulas, areas, triangles, parallelograms, volumes, rectangular, triangular, prisms, solve, problems","AC9M7M02, AC9M7M01",High
Mathematics,Mathematics,Year 7,"They describe the relationships between the radius, diameter and circumference of a circle.",Measurement,"describe, relationships, between, radius, diameter, circumference, circle",AC9M7M03,High
Mathematics,Mathematics,Year 7,Students classify polygons according to their features and create an algorithm designed to sort and classify shapes.,Space,"classify, polygons, according, features, create, algorithm, designed, sort, shapes","AC9M7SP04, AC9M7SP02",High
Mathematics,Mathematics,Year 7,"They represent objects two-dimensionally in different ways, describing the usefulness of these representations.",Space,"represent, objects, dimensionally, different, ways, describing, usefulness, representations",AC9M7SP01,High
Mathematics,Mathematics,Year 7,Students use coordinates to describe transformations of points in the plane.,Space,"coordinates, describe, transformations, points, plane",AC9M7SP03,High
Mathematics,Mathematics,Year 7,"They plan and conduct statistical investigations involving discrete and continuous numerical data, using appropriate displays.",Statistics,"plan, conduct, statistical, investigations, involving, discrete, continuous, numerical, data, appropriate","AC9M7ST03, AC9M7ST01, AC9M7ST02",High
Mathematics,Mathematics,Year 7,"Students interpret data in terms of the shape of distribution and summary statistics, identifying possible outliers.",Statistics,"interpret, data, terms, shape, distribution, summary, statistics, identifying, possible, outliers","AC9M7ST02, AC9M7ST01",High
Mathematics,Mathematics,Year 7,They decide which measure of central tendency is most suitable and explain their reasoning.,Statistics,"decide, which, measure, central, tendency, most, suitable, explain, reasoning","AC9M7ST01, AC9M7ST02",High
Mathematics,Mathematics,Year 7,"Students list sample spaces for single step experiments, assign probabilities to outcomes and predict relative frequencies for related events.",Probability,"list, sample, spaces, single, step, experiments, assign, probabilities, outcomes, predict",AC9M7P01,High
Mathematics,Mathematics,Year 7,"They conduct repeated single-step chance experiments and run simulations using digital tools, giving reasons for differences between predicted and observed results.",Probability,"conduct, repeated, single, step, chance, experiments, simulations, digital, tools, giving","AC9M7P02, AC9M7P01",High
Mathematics,Mathematics,Year 8,"By the end of Year 8, students recognise irrational numbers and terminating or recurring decimals.",Number,"year, recognise, irrational, numbers, terminating, recurring, decimals","AC9M8N03, AC9M8N01",High
Mathematics,Mathematics,Year 8,They apply the exponent laws to calculations with numbers involving positive integer exponents.,Number,"apply, exponent, laws, calculations, numbers, involving, positive, integer, exponents",AC9M8N02,High
Mathematics,Mathematics,Year 8,Students solve problems involving the 4 operations with integers and positive rational numbers.,Number,"solve, problems, involving, operations, integers, positive, rational, numbers",AC9M8N04,High
Mathematics,Mathematics,Year 8,"They use mathematical modelling to solve practical problems involving ratios, percentages and rates in measurement and financial contexts.",Number,"mathematical, modelling, solve, practical, problems, involving, ratios, percentages, rates, measurement","AC9M8N05, AC9M8N04",High
Mathematics,Mathematics,Year 8,"Students apply algebraic properties to rearrange, expand and factorise linear expressions.",Algebra,"apply, algebraic, properties, rearrange, expand, factorise, linear, expressions",AC9M8A01,High
Mathematics,Mathematics,Year 8,"They graph linear relations and solve linear equations with rational solutions and one-variable inequalities, graphically and algebraically.",Algebra,"graph, linear, relations, solve, equations, rational, solutions, variable, inequalities, graphically",AC9M8A02,High
Mathematics,Mathematics,Year 8,"Students use mathematical modelling to solve problems using linear relations, interpreting and reviewing the model in context.",Algebra,"mathematical, modelling, solve, problems, linear, relations, interpreting, reviewing, model, context","AC9M8A03, AC9M8A01, AC9M8A03",High
Mathematics,Mathematics,Year 8,They make and test conjectures involving linear relations using digital tools.,Algebra,"make, test, conjectures, involving, linear, relations, digital, tools",AC9M8A02,High
Mathematics,Mathematics,Year 8,"Students use appropriate metric units when solving measurement problems involving the perimeter and area of composite shapes, and volume of right prisms.",Measurement,"appropriate, metric, units, when, solving, measurement, problems, involving, perimeter, area","AC9M8M01, AC9M8M02",High
Mathematics,Mathematics,Year 8,They use Pythagoras’ theorem to solve measurement problems involving unknown lengths of right-angle triangles.,Measurement,"pythagoras, theorem, solve, measurement, problems, involving, unknown, lengths, right, angle",AC9M8M06,High
Mathematics,Mathematics,Year 8,Students use formulas to solve problems involving the area and circumference of circles.,Measurement,"formulas, solve, problems, involving, area, circumference, circles",AC9M8M03,High
Mathematics,Mathematics,Year 8,They solve problems of duration involving 12- and 24-hour cycles across multiple time zones.,Measurement,"solve, problems, duration, involving, hour, cycles, across, multiple, time, zones",AC9M8M04,High
Mathematics,Mathematics,Year 8,Students use 3 dimensions to locate and describe position.,Space,"dimensions, locate, describe, position",AC9M8SP03,High
Mathematics,Mathematics,Year 8,They identify conditions for congruency and similarity in shapes and create and test algorithms designed to test for congruency and similarity.,Space,"identify, conditions, congruency, similarity, shapes, create, test, algorithms, designed","AC9M8SP04, AC9M8SP01",High
Mathematics,Mathematics,Year 8,Students apply the properties of quadrilaterals to solve problems.,Space,"apply, properties, quadrilaterals, solve, problems",AC9M8SP02,High
Mathematics,Mathematics,Year 8,They conduct statistical investigations and explain the implications of obtaining data through sampling.,Statistics,"conduct, statistical, investigations, explain, implications, obtaining, data, through, sampling","AC9M8ST01, AC9M8ST04, AC9M8ST02, AC9M8ST03",High
Mathematics,Mathematics,Year 8,Students analyse and describe the distribution of data.,Statistics,"analyse, describe, distribution, data",AC9M8ST02,High
Mathematics,Mathematics,Year 8,"They compare the variation in distributions of random samples of the same and different size from a given population with respect to shape, measures of central tendency and range.",Statistics,"compare, variation, distributions, random, samples, same, different, size, given, population",AC9M8ST03,High
Mathematics,Mathematics,Year 8,"Students represent the possible combinations of 2 events with tables and diagrams, and determine related probabilities to solve practical problems.",Probability,"represent, possible, combinations, events, tables, diagrams, determine, related, probabilities, solve","AC9M8P02, AC9M8P01",High
