SubjectArea,Subject,Band,ASComponentCode,ASComponentText,Strand,Keywords,LinkedContentCodes,ConfidenceScore
HASS,Geography,Year 7,AC9HG7ASC11,"Students use geographical knowledge, concepts, terms and relevant findings from sources to create descriptions, explanations and responses.",Skills,"concepts, create, descriptions, explanations, findings, geographical, knowledge, relevant, responses, sources, terms",AC9HG7S06,High
HASS,Geography,Year 8,AC9HG8ASC01,"By the end of Year 8, students explain how the interactions of people and environmental processes impact on the characteristics of places.",Knowledge and understanding,"characteristics, environmental, explain, impact, interactions, people, places, processes, year","AC9HG8K01,AC9HG8K05,AC9HG8K06",High
HASS,Geography,Year 8,AC9HG8ASC02,They explain how the characteristics of places are perceived and valued differently by people.,Knowledge and understanding,"characteristics, differently, explain, people, perceived, places, valued",AC9HG8K03,High
HASS,Geography,Year 8,AC9HG8ASC03,They describe the effects of human activity or hazards on environments.,Knowledge and understanding,"activity, describe, effects, environments, hazards, human","AC9HG8K05,AC9HG8K06",High
HASS,Geography,Year 8,AC9HG8ASC04,They explain the features of a distribution and identify implications.,Knowledge and understanding,"distribution, explain, features, identify, implications","AC9HG8K02,AC9HG8K07",High
HASS,Geography,Year 8,AC9HG8ASC05,They explain the interconnections between people and places and environments.,Knowledge and understanding,"between, environments, explain, interconnections, people, places","AC9HG8K04,AC9HG8K08",High
HASS,Geography,Year 8,AC9HG8ASC06,They explain how these interconnections change places or environments.,Knowledge and understanding,"change, environments, explain, interconnections, places","AC9HG8K06,AC9HG8K08",High
HASS,Geography,Year 8,AC9HG8ASC07,"Students explain responses or strategies to address a geographical phenomenon or challenge, referring to environmental, economic or social factors.",Skills,"address, challenge, economic, environmental, explain, factors, geographical, phenomenon, referring, responses, social, strategies","AC9HG8K04,AC9HG8K09",High
HASS,Geography,Year 8,AC9HG8ASC08,Students develop relevant questions about a geographical phenomenon or challenge.,Skills,"about, challenge, develop, geographical, phenomenon, questions, relevant",AC9HG8S01,High
HASS,Geography,Year 8,AC9HG8ASC09,"They collect, organise and represent relevant and reliable data and information, using primary research methods and secondary research materials.",Skills,"collect, data, information, materials, methods, organise, primary, relevant, reliable, represent, research, secondary",AC9HG8S02,High
HASS,Geography,Year 8,AC9HG8ASC10,They interpret and analyse data and information to explain patterns and trends and infer relationships.,Skills,"analyse, data, explain, infer, information, interpret, patterns, relationships, trends",AC9HG8S03,High
HASS,Geography,Year 8,AC9HG8ASC11,They draw reasoned conclusions about the impact of the geographical phenomenon or challenge.,Skills,"about, challenge, conclusions, draw, geographical, impact, phenomenon, reasoned",AC9HG8S04,High
HASS,Geography,Year 8,AC9HG8ASC12,They decide on appropriate strategies for action and explain potential impacts.,Skills,"action, appropriate, decide, explain, impacts, potential, strategies",AC9HG8S05,High
HASS,Geography,Year 8,AC9HG8ASC13,"Students use geographical knowledge, methods, concepts, terms and reference findings from sources to create descriptions, explanations and responses.",Skills,"concepts, create, descriptions, explanations, findings, geographical, knowledge, methods, reference, responses, sources, terms",AC9HG8S06,High
HASS,Geography,Year 9,AC9HG9ASC01,"By the end of Year 9, students explain how peoples’ activities or environmental processes change the characteristics of places.",Knowledge and understanding,"activities, change, characteristics, environmental, explain, peoples’, places, processes, year","AC9HG9K01,AC9HG9K03",High
HASS,Geography,Year 9,AC9HG9ASC02,"They explain the effects of human activity on environments, and the effects of environments on human activity.",Knowledge and understanding,"activity, effects, environments, explain, human",AC9HG9K02,High
HASS,Geography,Year 9,AC9HG9ASC03,They explain the features of biomes’ distribution and identify implications for environments.,Knowledge and understanding,"biomes’, distribution, environments, explain, features, identify, implications",AC9HG9K01,High
HASS,Geography,Year 9,AC9HG9ASC04,They analyse the interconnections between people and places and environments.,Knowledge and understanding,"analyse, between, environments, interconnections, people, places","AC9HG9K03,AC9HG9K05,AC9HG9K07",High
HASS,Geography,Year 9,AC9HG9ASC05,"They identify and explain how these interconnections influence people, and change places and environments.",Knowledge and understanding,"change, environments, explain, identify, influence, interconnections, people, places","AC9HG9K03,AC9HG9K06,AC9HG9K08",High
HASS,Geography,Year 9,AC9HG9ASC06,"Students analyse strategies to address a geographical phenomenon or challenge using environmental, social or economic criteria.",Skills,"address, analyse, challenge, criteria, economic, environmental, geographical, phenomenon, social, strategies","AC9HG9K04,AC9HG9K06,AC9HG9K08",High
HASS,Geography,Year 9,AC9HG9ASC07,Students develop a range of questions about a geographical phenomenon or challenge.,Skills,"about, challenge, develop, geographical, phenomenon, questions, range",AC9HG9S01,High
HASS,Geography,Year 9,AC9HG9ASC08,"They collect, represent and compare relevant and reliable geographical data and information by using a range of primary research methods and secondary research materials in a range of formats.",Skills,"collect, compare, data, formats, geographical, information, materials, methods, primary, range, relevant, reliable, represent, research, secondary",AC9HG9S02,High
HASS,Geography,Year 9,AC9HG9ASC09,They interpret and analyse data and information to explain patterns and trends and infer relationships.,Skills,"analyse, data, explain, infer, information, interpret, patterns, relationships, trends",AC9HG9S03,High
HASS,Geography,Year 9,AC9HG9ASC10,They draw evidence-based conclusions about the impact of the geographical phenomenon or challenge.,Skills,"about, challenge, conclusions, draw, evidence-based, geographical, impact, phenomenon",AC9HG9S04,High
HASS,Geography,Year 9,AC9HG9ASC11,"They develop and evaluate strategies, predict impacts and make a recommendation.",Skills,"develop, evaluate, impacts, make, predict, recommendation, strategies",AC9HG9S05,High
HASS,Geography,Year 9,AC9HG9ASC12,"Students use geographical knowledge, concepts, terms and digital tools as appropriate to develop descriptions, explanations and responses that acknowledge research findings.",Skills,"acknowledge, appropriate, concepts, descriptions, develop, digital, explanations, findings, geographical, knowledge, research, responses, terms, tools",AC9HG9S06,High
HASS,Geography,Year 10,AC9HG10ASC01,"By the end of Year 10, students explain how the interactions of people and environmental processes at different scales change the characteristics of places.",Knowledge and understanding,"change, characteristics, different, environmental, explain, interactions, people, places, processes, scales, year",AC9HG10K01,High
HASS,Geography,Year 10,AC9HG10ASC02,"They explain the effects of human activity on environments, and the effect of environments on human activity, over time.",Knowledge and understanding,"activity, effect, effects, environments, explain, human, over, time","AC9HG10K02,AC9HG10K03,AC9HG10K04",High
HASS,Geography,Year 10,AC9HG10ASC03,They evaluate the implications of a distribution.,Skills,"distribution, evaluate, implications","AC9HG10K05,AC9HG10K06,AC9HG10K07",High
HASS,Geography,Year 10,AC9HG10ASC04,They evaluate the extent of interconnections occurring between people and places and environments.,Knowledge and understanding,"between, environments, evaluate, extent, interconnections, occurring, people, places","AC9HG10K01,AC9HG10K04,AC9HG10K06,AC9HG10K07",High
HASS,Geography,Year 10,AC9HG10ASC05,They analyse changes that result from these interconnections and their consequences.,Knowledge and understanding,"analyse, changes, consequences, interconnections, result",AC9HG10K01,High
HASS,Geography,Year 10,AC9HG10ASC06,"Students evaluate strategies to address a geographical phenomenon or challenge, using environmental, social and economic criteria.",Skills,"address, challenge, criteria, economic, environmental, evaluate, geographical, phenomenon, social, strategies",AC9HG10K04,High
HASS,Geography,Year 10,AC9HG10ASC07,Students develop a range of relevant questions about a geographical phenomenon or challenge.,Skills,"about, challenge, develop, geographical, phenomenon, questions, range, relevant",AC9HG10S01,High
HASS,Geography,Year 10,AC9HG10ASC08,"They collect, represent and compare relevant and reliable geographical data and information by using a range of primary research methods and secondary research materials, using appropriate formats.",Skills,"appropriate, collect, compare, data, formats, geographical, information, materials, methods, primary, range, relevant, reliable, represent, research, secondary",AC9HG10S02,High
HASS,Geography,Year 10,AC9HG10ASC09,"They interpret and analyse data and information to make generalisations and predictions, explain significant patterns and trends, and infer relationships.",Skills,"analyse, data, explain, generalisations, infer, information, interpret, make, patterns, predictions, relationships, significant, trends",AC9HG10S03,High
HASS,Geography,Year 10,AC9HG10ASC10,"They draw evidence-based conclusions, based on relevant data and information, about the impact of the geographical phenomenon or challenge.",Skills,"about, based, challenge, conclusions, data, draw, evidence-based, geographical, impact, information, phenomenon, relevant",AC9HG10S04,High
HASS,Geography,Year 10,AC9HG10ASC11,"They develop and evaluate strategies using criteria, recommend a strategy and explain the predicted impacts.",Skills,"criteria, develop, evaluate, explain, impacts, predicted, recommend, strategies, strategy",AC9HG10S05,High
HASS,Geography,Year 10,AC9HG10ASC12,"Students use geographical knowledge, concepts, terms and digital tools as appropriate to develop descriptions, explanations and responses that synthesise research findings.",Skills,"appropriate, concepts, descriptions, develop, digital, explanations, findings, geographical, knowledge, research, responses, synthesise, terms, tools",AC9HG10S06,High
