SubjectArea,Subject,Band,Strand,Substrand,ContentCode,ContentDescription,Topic,Elaboration,EALDElaboration
The Arts,Music,Years 7 and 8,Developing practices and skills,,AC9AMU8D01,Develop and practise listening/aural skills and vocal and/or instrumental skills/techniques for manipulating elements of music to achieve expressive effects,,"Developing techniques for extending/varying patterns such as harmonic, rhythmic or melodic patterns; for example, identifying qualities of chords in isolation and experimenting with different ways to order the chords to create a chord progression and improvising over the progression, or using the chord progression in a song or instrumental music",
The Arts,Music,Years 7 and 8,Developing practices and skills,,AC9AMU8D01,Develop and practise listening/aural skills and vocal and/or instrumental skills/techniques for manipulating elements of music to achieve expressive effects,,"Experimenting with ways in which digital tools can be used when arranging musical ideas or creating effects; for example, using digitally produced parts alone or in combination with voice/vocalisation or other instruments",
The Arts,Music,Years 7 and 8,Developing practices and skills,,AC9AMU8D01,Develop and practise listening/aural skills and vocal and/or instrumental skills/techniques for manipulating elements of music to achieve expressive effects,,"Developing ability to manipulate and control elements of music to enhance performance and communicate intentions; for example, recording alternative approaches to interpreting a phrase or melody and evaluating it to identify preferred options",
The Arts,Music,Years 7 and 8,Developing practices and skills,,AC9AMU8D01,Develop and practise listening/aural skills and vocal and/or instrumental skills/techniques for manipulating elements of music to achieve expressive effects,,"Using a listening diary/journal format to document ideas for compositions, interpretations, re-imaginings or performances",
The Arts,Music,Years 7 and 8,Developing practices and skills,,AC9AMU8D01,Develop and practise listening/aural skills and vocal and/or instrumental skills/techniques for manipulating elements of music to achieve expressive effects,,Writing/notating a chart or lead-sheet to record ideas from a songwriting workshop or using software to write additional parts such as a bassline to accompany a melody,
The Arts,Music,Years 7 and 8,Developing practices and skills,,AC9AMU8D02,Reflect on their own and others’ music to inform choices they make as composers and performers about how they will manipulate elements of music and/or compositional devices,,"Practising, using aural skills and music terminology, how to identify and describe technical and expressive elements of music, such as chord progressions or the way a performer interprets, performs or shapes melodies, phrasing or dynamics; for example, when songwriting, in an instrumental music lesson or in a discussion with peers or a teacher",
The Arts,Music,Years 7 and 8,Developing practices and skills,,AC9AMU8D02,Reflect on their own and others’ music to inform choices they make as composers and performers about how they will manipulate elements of music and/or compositional devices,,"Practising ways to use aural/visual cues when playing or singing in an ensemble; for example, chords or phrases that indicate place within a structure (aural) or gestures indicating tempo or entries (visual)",
The Arts,Music,Years 7 and 8,Developing practices and skills,,AC9AMU8D02,Reflect on their own and others’ music to inform choices they make as composers and performers about how they will manipulate elements of music and/or compositional devices,,Using focused listening and selected aural skills to evaluate the use of elements of music when listening to a recording for the purpose of making decisions about how they will interpret the music,
The Arts,Music,Years 7 and 8,Creating and making,,AC9AMU8C01,"Interpret music in a variety of forms and/or styles, manipulating elements of music and employing relevant vocal/instrumental techniques",,"Investigating and trialling ways of realising stylistic features when rehearsing; for example, using effects such as distortion, decay or delay, or using accent/stress to achieve a stylistic feel when interpreting melodies or rhythmic patterns",
The Arts,Music,Years 7 and 8,Creating and making,,AC9AMU8C01,"Interpret music in a variety of forms and/or styles, manipulating elements of music and employing relevant vocal/instrumental techniques",,"Interpreting music that is notated/documented in a range of formats, such as graphic or interactive scores, staff notation or tablature (TAB) and recordings; for example, using a recording and a chart that includes melody, form and harmony/chords to develop an arrangement of a song",
The Arts,Music,Years 7 and 8,Creating and making,,AC9AMU8C01,"Interpret music in a variety of forms and/or styles, manipulating elements of music and employing relevant vocal/instrumental techniques",,Using student and teacher set goals as a focus for practising and rehearsing a range of solo and/or ensemble music,
The Arts,Music,Years 7 and 8,Creating and making,,AC9AMU8C01,"Interpret music in a variety of forms and/or styles, manipulating elements of music and employing relevant vocal/instrumental techniques",,"Manipulating sound quality by applying understanding of the range of sounds/timbres that different instruments and voice types can produce; for example, manipulating dynamics and timbre in voice or acoustic or digital instruments to create a specific effect",
The Arts,Music,Years 7 and 8,Creating and making,,AC9AMU8C02,"Compose using the elements of music and compositional devices to communicate ideas, perspectives and/or meaning, and notate, document and/or record the music",,"Writing songs or instrumental music to communicate ideas or opinions about themes or issues, such as their perspectives on local issues relating to sustainable ways of living or relationships such as friendship",
The Arts,Music,Years 7 and 8,Creating and making,,AC9AMU8C02,"Compose using the elements of music and compositional devices to communicate ideas, perspectives and/or meaning, and notate, document and/or record the music",,"Combining and manipulating the elements of music in ways that are characteristic of selected styles, creating and notating, documenting and/or recording a composition, using available digital tools",
The Arts,Music,Years 7 and 8,Creating and making,,AC9AMU8C02,"Compose using the elements of music and compositional devices to communicate ideas, perspectives and/or meaning, and notate, document and/or record the music",,"Using patterns such as harmonic, rhythmic or melodic patterns as the basis for improvisation or composition; for example, creating a composition entirely from loops or recording a series of loops (ostinati/repeating patterns) and then composing/improvising additional melodic lines",
The Arts,Music,Years 7 and 8,Creating and making,,AC9AMU8C02,"Compose using the elements of music and compositional devices to communicate ideas, perspectives and/or meaning, and notate, document and/or record the music",,"Composing music for different purposes, such as repertoire for an ensemble to perform or music for a theatrical, site-specific or media work; for example, a fanfare or other composition that will grab the audience’s attention at the start of an event, ritual or ceremony",
The Arts,Music,Years 7 and 8,Creating and making,,AC9AMU8C02,"Compose using the elements of music and compositional devices to communicate ideas, perspectives and/or meaning, and notate, document and/or record the music",,"Using software to notate, document and/or record compositions in formats that are appropriate to a genre, style or instrument, such as chord charts or percussion notation",
The Arts,Music,Years 7 and 8,Creating and making,,AC9AMU8C02,"Compose using the elements of music and compositional devices to communicate ideas, perspectives and/or meaning, and notate, document and/or record the music",,"Arranging a familiar music piece into a different music style by manipulating the elements of music to convey meaning, and documenting the arrangement in a form that is appropriate, considering the style and the preferences of the musicians who might be performing the arrangement; for example, arranging an instrumental work for choral performance",
The Arts,Music,Years 7 and 8,Creating and making,,AC9AMU8C02,"Compose using the elements of music and compositional devices to communicate ideas, perspectives and/or meaning, and notate, document and/or record the music",,"Developing an arrangement or re-imagining of an existing melody/tune by improvising, using given material such as a melody, riff or chord progression",
The Arts,Music,Years 7 and 8,Presenting and performing,,AC9AMU8P01,Perform music using relevant vocal and/or instrumental techniques and performance skills,,Rehearsing a range of music in solo and ensemble activities for performance to a variety of audiences,
The Arts,Music,Years 7 and 8,Presenting and performing,,AC9AMU8P01,Perform music using relevant vocal and/or instrumental techniques and performance skills,,"Analysing the performance practices of musicians identified as experts in specific styles/genres to identify strategies for interpreting the styles authentically; for example, using online resources and creating a voice-over to add commentary to create a guide/set of aims for rehearsals",
The Arts,Music,Years 7 and 8,Presenting and performing,,AC9AMU8P01,Perform music using relevant vocal and/or instrumental techniques and performance skills,,"Performing with correct posture, understanding that the body is part of the performance; for example, standing or sitting as appropriate for the instrument, ensemble, audience and any technology in use such as a microphone; maintaining technical control throughout the performance of a piece of music, controlling tone and volume to create a balanced sound in ensemble performance, reflecting and problem-solving to address imbalances in tone and volume in real-time and seeking feedback from the audience that they can use to reflect on and modify their musical practices in future performances",
The Arts,Music,Years 7 and 8,Presenting and performing,,AC9AMU8P01,Perform music using relevant vocal and/or instrumental techniques and performance skills,,"Planning performances, rehearsing and performing their own vocal and/or instrumental compositions, individually or in a group, paying attention to expressive skills that convey stylistic understanding, such as articulation and accents",
The Arts,Music,Years 7 and 8,Presenting and performing,,AC9AMU8P01,Perform music using relevant vocal and/or instrumental techniques and performance skills,,"Planning and presenting an in-school performance, attending to how they manipulate elements of music and use vocal/instrumental techniques to convey stylistic understanding",
