SubjectArea,Subject,Band,Text,Strand,Keywords,LinkedContentCodes,ConfidenceScore
HASS,Geography,Year 9,"By the end of Year 9, students explain how peoples’ activities or environmental processes change the characteristics of places.",Knowledge and understanding,"activities,change,characteristics,environmental,explain,peoples’,places,processes,students,year","AC9HG9K01,AC9HG9K03",High
HASS,Geography,Year 9,"They explain the effects of human activity on environments, and the effects of environments on human activity.",Knowledge and understanding,"activity,effects,environments,explain,human",AC9HG9K02,High
HASS,Geography,Year 9,They explain the features of biomes’ distribution and identify implications for environments.,Knowledge and understanding,"biomes’,distribution,environments,explain,features,identify,implications",AC9HG9K01,High
HASS,Geography,Year 9,They analyse the interconnections between people and places and environments.,Knowledge and understanding,"analyse,between,environments,interconnections,people,places","AC9HG9K03,AC9HG9K05,AC9HG9K07",High
HASS,Geography,Year 9,"They identify and explain how these interconnections influence people, and change places and environments.",Knowledge and understanding,"change,environments,explain,identify,influence,interconnections,people,places","AC9HG9K03,AC9HG9K06,AC9HG9K08",High
HASS,Geography,Year 9,Students develop a range of questions about a geographical phenomenon or challenge.,Knowledge and understanding,"about,address,analyse,challenge,criteria,develop,economic,environmental","AC9HG9K04,AC9HG9K06,AC9HG9K08",High
HASS,Geography,Year 9,"
Students develop a range of questions about a geographical phenomenon or challenge.",Skills,"geographical,phenomenon,questions,range,social,strategies,students,using",AC9HG9S01,High
HASS,Geography,Year 9,"They collect, represent and compare relevant and reliable geographical data and information by using a range of primary research methods and secondary research materials in a range of formats.",Skills,"collect,compare,data,formats,geographical,information,materials,methods,primary,range,relevant,reliable,represent,research,secondary,using",AC9HG9S02,High
HASS,Geography,Year 9,They interpret and analyse data and information to explain patterns and trends and infer relationships.,Skills,"analyse,data,explain,infer,information,interpret,patterns,relationships,trends",AC9HG9S03,High
HASS,Geography,Year 9,They draw evidence-based conclusions about the impact of the geographical phenomenon or challenge.,Skills,"about,challenge,conclusions,draw,evidence-based,geographical,impact,phenomenon",AC9HG9S04,High
HASS,Geography,Year 9,"They develop and evaluate strategies, predict impacts and make a recommendation.",Skills,"develop,evaluate,impacts,make,predict,recommendation,strategies",AC9HG9S05,High
HASS,Geography,Year 9,"Students use geographical knowledge, concepts, terms and digital tools as appropriate to develop descriptions, explanations and responses that acknowledge research findings.",Skills,"acknowledge,appropriate,concepts,descriptions,develop,digital,explanations,findings,geographical,knowledge,research,responses,students,terms,tools",AC9HG9S06,High
HASS,Geography,Year 10,"By the end of Year 10, students explain how the interactions of people and environmental processes at different scales change the characteristics of places.",Knowledge and understanding,"change,characteristics,different,environmental,explain,interactions,people,places,processes,scales,students,year",AC9HG10K01,High
HASS,Geography,Year 10,"They explain the effects of human activity on environments, and the effect of environments on human activity, over time.",Knowledge and understanding,"activity,effect,effects,environments,explain,human,over,time","AC9HG10K02,AC9HG10K03,AC9HG10K04",High
HASS,Geography,Year 10,They evaluate the implications of a distribution.,Knowledge and understanding,"distribution,evaluate,implications","AC9HG10K05,AC9HG10K06,AC9HG10K07",High
HASS,Geography,Year 10,They evaluate the extent of interconnections occurring between people and places and environments.,Knowledge and understanding,"between,environments,evaluate,extent,interconnections,occurring,people,places","AC9HG10K01,AC9HG10K04,AC9HG10K06,AC9HG10K07",High
HASS,Geography,Year 10,They analyse changes that result from these interconnections and their consequences.,Knowledge and understanding,"analyse,changes,consequences,interconnections,result",AC9HG10K01,High
HASS,Geography,Year 10,"Students evaluate strategies to address a geographical phenomenon or challenge, using environmental, social and economic criteria.",Knowledge and understanding,"about,address,challenge,criteria,develop,economic,environmental,evaluate,geographica",AC9HG10K04,High
HASS,Geography,Year 10,Students develop a range of relevant questions about a geographical phenomenon or challenge.,Skills,"phenomenon,questions,range,relevant,social,strategies,students,using",AC9HG10S01,High
HASS,Geography,Year 10,"They collect, represent and compare relevant and reliable geographical data and information by using a range of primary research methods and secondary research materials, using appropriate formats.",Skills,"appropriate,collect,compare,data,formats,geographical,information,materials,methods,primary,range,relevant,reliable,represent,research,secondary,using",AC9HG10S02,High
HASS,Geography,Year 10,"They interpret and analyse data and information to make generalisations and predictions, explain significant patterns and trends, and infer relationships.",Skills,"analyse,data,explain,generalisations,infer,information,interpret,make,patterns,predictions,relationships,significant,trends",AC9HG10S03,High
HASS,Geography,Year 10,"They draw evidence-based conclusions, based on relevant data and information, about the impact of the geographical phenomenon or challenge.",Skills,"about,based,challenge,conclusions,data,draw,evidence-based,geographical,impact,information,phenomenon,relevant",AC9HG10S04,High
HASS,Geography,Year 10,"They develop and evaluate strategies using criteria, recommend a strategy and explain the predicted impacts.",Skills,"criteria,develop,evaluate,explain,impacts,predicted,recommend,strategies,strategy,using",AC9HG10S05,High
HASS,Geography,Year 10,"Students use geographical knowledge, concepts, terms and digital tools as appropriate to develop descriptions, explanations and responses that synthesise research findings.",Skills,"appropriate,concepts,descriptions,develop,digital,explanations,findings,geographical,knowledge,research,responses,students,synthesise,terms,tools",AC9HG10S06,High
